Time: 0.4, Position: (0, 0, 0), Velocities: (0, 0, 0)
Time: 8.1, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 8.2, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 8.3, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 8.4, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 8.5, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 8.6, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 8.8, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 8.9, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 9.0, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 9.1, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 9.2, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 9.3, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 9.4, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 9.5, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 9.7, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 9.8, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 9.9, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 10.0, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 10.1, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 10.2, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 10.3, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 10.4, Position: (0, 0, 41), Velocities: (0, 0, 0)
Time: 10.5, Position: (-2, 0, 41), Velocities: (-2, 0, 0)
Time: 10.6, Position: (-5, 0, 41), Velocities: (-3, 0, 0)
Time: 10.8, Position: (-9, 0, 41), Velocities: (-4, 0, 0)
Time: 10.9, Position: (-14, 0, 41), Velocities: (-5, 0, 0)
Time: 11.0, Position: (-20, 0, 41), Velocities: (-6, 0, 0)
Time: 11.1, Position: (-27, 0, 41), Velocities: (-7, 0, 0)
Time: 11.2, Position: (-34, 0, 41), Velocities: (-7, 0, 0)
Time: 11.3, Position: (-41, 0, 41), Velocities: (-7, 0, 0)
Time: 11.4, Position: (-48, 0, 41), Velocities: (-7, 0, 0)
Time: 11.5, Position: (-55, 0, 41), Velocities: (-7, 0, 0)
Time: 11.6, Position: (-61, 0, 41), Velocities: (-6, 0, 0)
Time: 11.7, Position: (-66, 0, 41), Velocities: (-5, 0, 0)
Time: 11.9, Position: (-71, 0, 41), Velocities: (-5, 0, 0)
Time: 12.0, Position: (-75, 0, 41), Velocities: (-4, 0, 0)
Time: 12.1, Position: (-77, 0, 41), Velocities: (-2, 0, 0)
Time: 12.2, Position: (-78, -1, 41), Velocities: (-1, -1, 0)
Time: 12.3, Position: (-78, -3, 41), Velocities: (0, -2, 0)
Time: 12.4, Position: (-78, -5, 41), Velocities: (0, -2, 0)
Time: 12.5, Position: (-77, -6, 41), Velocities: (1, -1, 0)
Time: 12.6, Position: (-76, -6, 41), Velocities: (1, 0, 0)
Time: 12.7, Position: (-76, -6, 41), Velocities: (0, 0, 0)
Time: 12.8, Position: (-76, -6, 41), Velocities: (0, 0, 0)
Time: 13.0, Position: (-77, -6, 41), Velocities: (-1, 0, 0)
Time: 13.1, Position: (-79, -6, 41), Velocities: (-2, 0, 0)
Time: 13.2, Position: (-81, -6, 41), Velocities: (-2, 0, 0)
Time: 13.3, Position: (-83, -6, 41), Velocities: (-2, 0, 0)
Time: 13.4, Position: (-85, -6, 41), Velocities: (-2, 0, 0)
Time: 13.5, Position: (-87, -6, 41), Velocities: (-2, 0, 0)
Time: 13.6, Position: (-88, -6, 41), Velocities: (-1, 0, 0)
Time: 13.7, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 13.8, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 14.0, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 14.1, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 14.2, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 14.3, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 14.4, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 14.5, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 14.6, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 14.7, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 14.9, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 15.0, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 15.1, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 15.2, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 15.3, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 15.4, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 15.5, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 15.6, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 15.7, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 15.8, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 16.0, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 16.1, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 16.2, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 16.3, Position: (-88, -6, 41), Velocities: (0, 0, 0)
Time: 16.4, Position: (-88, -7, 41), Velocities: (0, -1, 0)
Time: 16.5, Position: (-88, -9, 41), Velocities: (0, -2, 0)
Time: 16.6, Position: (-88, -12, 41), Velocities: (0, -3, 0)
Time: 16.7, Position: (-88, -16, 41), Velocities: (0, -4, 0)
Time: 16.9, Position: (-88, -21, 41), Velocities: (0, -5, 0)
Time: 17.0, Position: (-88, -27, 41), Velocities: (0, -6, 0)
Time: 17.1, Position: (-88, -34, 41), Velocities: (0, -7, 0)
Time: 17.2, Position: (-88, -41, 41), Velocities: (0, -7, 0)
Time: 17.3, Position: (-88, -48, 41), Velocities: (0, -7, 0)
Time: 17.4, Position: (-88, -55, 41), Velocities: (0, -7, 0)
Time: 17.5, Position: (-88, -61, 41), Velocities: (0, -6, 0)
Time: 17.6, Position: (-88, -66, 41), Velocities: (0, -5, 0)
Time: 17.7, Position: (-88, -70, 41), Velocities: (0, -4, 0)
Time: 17.8, Position: (-88, -73, 41), Velocities: (0, -3, 0)
Time: 17.9, Position: (-88, -76, 41), Velocities: (0, -3, 0)
Time: 18.1, Position: (-88, -78, 41), Velocities: (0, -2, 0)
Time: 18.2, Position: (-88, -80, 41), Velocities: (0, -2, 0)
Time: 18.3, Position: (-88, -82, 41), Velocities: (0, -2, 0)
Time: 18.4, Position: (-88, -84, 41), Velocities: (0, -2, 0)
Time: 18.5, Position: (-88, -86, 41), Velocities: (0, -2, 0)
Time: 18.6, Position: (-88, -88, 41), Velocities: (0, -2, 0)
Time: 18.7, Position: (-88, -90, 41), Velocities: (0, -2, 0)
Time: 18.8, Position: (-88, -92, 41), Velocities: (0, -2, 0)
Time: 18.9, Position: (-88, -94, 41), Velocities: (0, -2, 0)
Time: 19.1, Position: (-88, -96, 41), Velocities: (0, -2, 0)
Time: 19.2, Position: (-88, -97, 41), Velocities: (0, -1, 0)
Time: 19.3, Position: (-88, -98, 41), Velocities: (0, -1, 0)
Time: 19.4, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 19.5, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 19.6, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 19.7, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 19.8, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 19.9, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 20.1, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 20.2, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 20.3, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 20.4, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 20.5, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 20.6, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 20.7, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 20.8, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 20.9, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 21.0, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 21.1, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 21.3, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 21.4, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 21.5, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 21.6, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 21.7, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 21.8, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 21.9, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 22.0, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 22.1, Position: (-88, -98, 41), Velocities: (0, 0, 0)
Time: 22.2, Position: (-87, -98, 41), Velocities: (1, 0, 0)
Time: 22.3, Position: (-84, -98, 41), Velocities: (3, 0, 0)
Time: 22.4, Position: (-80, -98, 41), Velocities: (4, 0, 0)
Time: 22.5, Position: (-75, -98, 41), Velocities: (5, 0, 0)
Time: 22.6, Position: (-69, -98, 41), Velocities: (6, 0, 0)
Time: 22.8, Position: (-63, -98, 41), Velocities: (6, 0, 0)
Time: 22.9, Position: (-56, -98, 41), Velocities: (7, 0, 0)
Time: 23.0, Position: (-49, -98, 41), Velocities: (7, 0, 0)
Time: 23.1, Position: (-42, -98, 41), Velocities: (7, 0, 0)
Time: 23.2, Position: (-36, -98, 41), Velocities: (6, 0, 0)
Time: 23.3, Position: (-31, -98, 41), Velocities: (5, 0, 0)
Time: 23.4, Position: (-27, -98, 41), Velocities: (4, 0, 0)
Time: 23.5, Position: (-24, -98, 41), Velocities: (3, 0, 0)
Time: 23.6, Position: (-21, -98, 41), Velocities: (3, 0, 0)
Time: 23.8, Position: (-19, -98, 41), Velocities: (2, 0, 0)
Time: 23.9, Position: (-17, -98, 41), Velocities: (2, 0, 0)
Time: 24.0, Position: (-15, -98, 41), Velocities: (2, 0, 0)
Time: 24.1, Position: (-13, -98, 41), Velocities: (2, 0, 0)
Time: 24.2, Position: (-11, -98, 41), Velocities: (2, 0, 0)
Time: 24.3, Position: (-9, -98, 41), Velocities: (2, 0, 0)
Time: 24.4, Position: (-7, -98, 41), Velocities: (2, 0, 0)
Time: 24.5, Position: (-6, -98, 41), Velocities: (1, 0, 0)
Time: 24.6, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 24.8, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 24.9, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 25.0, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 25.1, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 25.2, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 25.3, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 25.4, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 25.5, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 25.7, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 25.8, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 25.9, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 26.0, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 26.1, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 26.2, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 26.3, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 26.4, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 26.5, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 26.6, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 26.7, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 26.9, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 27.0, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 27.1, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 27.2, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 27.3, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 27.4, Position: (-6, -98, 41), Velocities: (0, 0, 0)
Time: 27.6, Position: (-6, -96, 41), Velocities: (0, 2, 0)
Time: 27.7, Position: (-6, -93, 41), Velocities: (0, 3, 0)
Time: 27.8, Position: (-6, -89, 41), Velocities: (0, 4, 0)
Time: 27.9, Position: (-6, -84, 41), Velocities: (0, 5, 0)
Time: 28.0, Position: (-6, -78, 41), Velocities: (0, 6, 0)
Time: 28.1, Position: (-5, -72, 41), Velocities: (1, 6, 0)
Time: 28.2, Position: (-4, -65, 41), Velocities: (1, 7, 0)
Time: 28.3, Position: (-3, -58, 41), Velocities: (1, 7, 0)
Time: 28.4, Position: (-2, -51, 41), Velocities: (1, 7, 0)
Time: 28.6, Position: (-1, -45, 41), Velocities: (1, 6, 0)
Time: 28.7, Position: (-1, -40, 41), Velocities: (0, 5, 0)
Time: 28.8, Position: (-1, -36, 41), Velocities: (0, 4, 0)
Time: 28.9, Position: (-1, -33, 41), Velocities: (0, 3, 0)
Time: 29.0, Position: (-1, -30, 41), Velocities: (0, 3, 0)
Time: 29.1, Position: (-1, -27, 41), Velocities: (0, 3, 0)
Time: 29.2, Position: (-1, -25, 41), Velocities: (0, 2, 0)
Time: 29.3, Position: (-1, -23, 41), Velocities: (0, 2, 0)
Time: 29.4, Position: (-1, -21, 41), Velocities: (0, 2, 0)
Time: 29.5, Position: (-1, -19, 41), Velocities: (0, 2, 0)
Time: 29.7, Position: (-1, -17, 41), Velocities: (0, 2, 0)
Time: 29.8, Position: (-1, -15, 41), Velocities: (0, 2, 0)
Time: 29.9, Position: (-1, -13, 41), Velocities: (0, 2, 0)
Time: 30.0, Position: (-1, -12, 41), Velocities: (0, 1, 0)
Time: 30.1, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 30.2, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 30.3, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 30.4, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 30.5, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 30.6, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 30.7, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 30.9, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 31.0, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 31.1, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 31.2, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 31.3, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 31.4, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 31.5, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 31.6, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 31.8, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 31.9, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 32.0, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 32.1, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 32.2, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 32.3, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 32.4, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 32.5, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 32.6, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 32.8, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 32.9, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 33.0, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 33.1, Position: (-1, -12, 41), Velocities: (0, 0, 0)
Time: 33.2, Position: (-1, -12, 41), Velocities: (0, 0, 0)
